Water_type	Indicator	Unit	Months	Depth_stratum	Region	Type	Typename	RefCond	H-G	G-M	M-P	P-B	Worst	Sali_0	Sali_1	Sali_2	Sali_3	Sali_4	Sali_5	Sali_6	Sali_7	Sali_8	Sali_9	Sali_10	Sali_11	Sali_12	Sali_13	Sali_14	Sali_15	Sali_16	Sali_17	Sali_18	Sali_19	Sali_20	Sali_21	Sali_22	Sali_23	Sali_24	Sali_25	Sali_26	Sali_27	Sali_28	Sali_29	Sali_30	Sali_31	Sali_32	Sali_33	Sali_34	Sali_35	Sali_36	V_WBperiod	V_WBannual
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydvest, söder om norrlandsgränsen	S6SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydsvenska höglandet	S7SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeASPTEQR	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	1	0.6	0.45	0.3	0.15	0	5.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11.1941984	14.3839742
Lakes	LakeASPTEQR	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	1	0.6	0.45	0.3	0.15	0	5.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11.1941984	14.3839742
Lakes	LakeASPTEQR	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	1	0.6	0.45	0.3	0.15	0	5.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11.1941984	14.3839742
Lakes	LakeASPTEQR	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	1	0.6	0.45	0.3	0.15	0	5.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11.1941984	14.3839742
Lakes	LakeASPTEQR	No unit	1,2,..,12		Fjällan ovan trädgränsen	S1DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	1	0.6	0.45	0.3	0.15	0	5.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11.1941984	14.3839742
