Water_type	Indicator	Unit	Months	Depth_stratum	Region	Type	Typename	RefCond	H-G	G-M	M-P	P-B	Worst	Sali_0	Sali_1	Sali_2	Sali_3	Sali_4	Sali_5	Sali_6	Sali_7	Sali_8	Sali_9	Sali_10	Sali_11	Sali_12	Sali_13	Sali_14	Sali_15	Sali_16	Sali_17	Sali_18	Sali_19	Sali_20	Sali_21	Sali_22	Sali_23	Sali_24	Sali_25	Sali_26	Sali_27	Sali_28	Sali_29	Sali_30	Sali_31	Sali_32	Sali_33	Sali_34	Sali_35	Sali_36	V_WBperiod	V_WBannual
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands inland, under trädgränsen	S2SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Norrlands kust	S3SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	1	0.92	0.9	0.84	0.42	0	8.16	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4DLYY	Sjöar, djupa, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SSNN	Sjöar, grunda, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SSNY	Sjöar, grunda, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SSYN	Sjöar, grunda, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SSYY	Sjöar, grunda, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SLNN	Sjöar, grunda, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SLNY	Sjöar, grunda, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SLYN	Sjöar, grunda, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Sydöst, söder om norrlandsgränsen	S4SLYY	Sjöar, grunda, stor yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DSNN	Sjöar, djupa, liten yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DSNY	Sjöar, djupa, liten yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DSYN	Sjöar, djupa, liten yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DSYY	Sjöar, djupa, liten yta, färgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DLNN	Sjöar, djupa, stor yta, ofärgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DLNY	Sjöar, djupa, stor yta, ofärgat, kalkhaltiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
Lakes	LakeTMIEQR	No unit	1,2,..,12		Södra Sverige, Skåne, Blekinges kust	S5DLYN	Sjöar, djupa, stor yta, färgat, kalkfattiga	1	0.93	0.84	0.57	0.29	0	8.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14.8813606	19.1217896
