EU_CD Vatten	Namn Vatten	Län	Kommun(er)	Distrikt	Typindelning
SE573547-114617	Styrsö- Vrångöområdet	Västra Götaland - 14	Göteborg - 1480	SE5	1s: Västkustens inre kustvatten som tillhör Kattegatt
SE573657-114572	Halsviken	Västra Götaland - 14	Göteborg - 1480	SE5	1s: Västkustens inre kustvatten som tillhör Kattegatt
SE575500-113750	Älgöfjorden	Västra Götaland - 14	Kungälv - 1482, Tjörn - 1419	SE5	1s: Västkustens inre kustvatten som tillhör Kattegatt
SE581740-114820	Havstensfjorden	Västra Götaland - 14	Orust - 1421, Stenungsund - 1415, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE580688-114860	Halsefjorden	Västra Götaland - 14	Orust - 1421, Stenungsund - 1415, Tjörn - 1419	SE5	2. Västkustens fjordar.
SE580500-114725	Askeröfjorden	Västra Götaland - 14	Orust - 1421, Stenungsund - 1415, Tjörn - 1419	SE5	2. Västkustens fjordar.
SE581200-112960	Malö Strömmar	Västra Götaland - 14	Orust - 1421	SE5	2. Västkustens fjordar.
SE581120-112680	Ellösefjorden	Västra Götaland - 14	Lysekil - 1484, Orust - 1421	SE5	2. Västkustens fjordar.
SE581520-113750	Borgilefjorden	Västra Götaland - 14	Orust - 1421, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE581540-114000	Kalvöfjord	Västra Götaland - 14	Orust - 1421, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE581260-113220	Koljö fjord	Västra Götaland - 14	Orust - 1421, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE581450-113140	Nordströmmarna	Västra Götaland - 14	Orust - 1421, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE581260-115280	Ljungs kile	Västra Götaland - 14	Orust - 1421, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE581365-112910	Snäckedjupet	Västra Götaland - 14	Lysekil - 1484, Orust - 1421, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE575700-114240	Hake fjord	Västra Götaland - 14	Kungälv - 1482, Stenungsund - 1415, Tjörn - 1419	SE5	2. Västkustens fjordar.
SE582150-112530	Brofjorden	Västra Götaland - 14	Lysekil - 1484	SE5	2. Västkustens fjordar.
SE582630-113515	Färlevfjorden	Västra Götaland - 14	Lysekil - 1484, Munkedal - 1430	SE5	2. Västkustens fjordar.
SE582000-115270	Byfjorden	Västra Götaland - 14	Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE582500-113890	Saltkällefjorden	Västra Götaland - 14	Munkedal - 1430, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE581570-113040	Getevikssund	Västra Götaland - 14	Lysekil - 1484, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE581700-113000	Gullmarn centralbassäng	Västra Götaland - 14	Lysekil - 1484, Munkedal - 1430, Uddevalla - 1485	SE5	2. Västkustens fjordar.
SE0101010201-C	Inre Idefjorden	Østfold - N1, Västra Götaland - 14	Halden - N101, Strömstad - 1486	SE5	2. Västkustens fjordar.
SE590860-113810	Idefjorden	Østfold - N1, Västra Götaland - 14	Halden - N101, Strömstad - 1486	SE5	2. Västkustens fjordar.
SE574650-114360	Nordre Älvs fjord	Västra Götaland - 14	Göteborg - 1480, Kungälv - 1482, Öckerö - 1407	SE5	25. Göta älvs- och Nordre Älvs estuarie
SE574050-114780	Rivö fjord	Västra Götaland - 14	Göteborg - 1480	SE5	25. Göta älvs- och Nordre Älvs estuarie
SE580240-112501	Mollöfjorden	Västra Götaland - 14	Orust - 1421, Tjörn - 1419	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE580550-112460	Käringöfjorden	Västra Götaland - 14	Orust - 1421	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE580500-111801	M Bohusläns skärgårds kustvatten	Västra Götaland - 14	Lysekil - 1484, Orust - 1421, Sotenäs - 1427	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE582700-110451	Sotefjorden	Västra Götaland - 14	Sotenäs - 1427, Tanum - 1435	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE583450-110750	Väderöfjorden	Västra Götaland - 14	Tanum - 1435	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE585100-110600	S Kosterfjorden	Västra Götaland - 14	Strömstad - 1486, Tanum - 1435	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE584200-105901	M n Bohusläns skärgårds kustvatten	Västra Götaland - 14	Strömstad - 1486, Tanum - 1435	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE575760-112671	Hjärteröfjorden	Västra Götaland - 14	Kungälv - 1482, Tjörn - 1419	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE575340-113000	Marstrandsfjorden	Västra Götaland - 14	Kungälv - 1482, Tjörn - 1419	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE585400-110400	N Kosterfjorden	Västra Götaland - 14	Strömstad - 1486	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE585750-105940	N n Bohusläns skärgårds	Østfold - N1, Västra Götaland - 14	Hvaler - N111, Strömstad - 1486	SE5	3. Skagerak, Västkustens yttre kustvatten.
SE570000-120701	N m Hallands kustvatten	Halland - 13	Falkenberg - 1382, Kungsbacka - 1384, Varberg - 1383	SE5	4. Kattegatt, Västkustens yttre kustvatten.
SE573300-113801	Göteborgs s skärgårds kustvatten	Västra Götaland - 14, Halland - 13	Göteborg - 1480, Kungsbacka - 1384, Öckerö - 1407	SE5	4. Kattegatt, Västkustens yttre kustvatten.
SE572540-114801	Onsala kustvatten	Västra Götaland - 14, Halland - 13	Göteborg - 1480, Kungsbacka - 1384	SE5	4. Kattegatt, Västkustens yttre kustvatten.
SE574160-113351	Göteborgs n skärgårds kustvatten	Västra Götaland - 14	Göteborg - 1480, Öckerö - 1407	SE5	4. Kattegatt, Västkustens yttre kustvatten.
SE574931-113131	Göteborgs n n skärgårds kustvatten	Västra Götaland - 14	Kungälv - 1482, Tjörn - 1419, Öckerö - 1407	SE5	4. Kattegatt, Västkustens yttre kustvatten.
SE563000-123351	Laholmsbuktens kustvatten	Skåne - 12, Halland - 13	Båstad - 1278, Halmstad - 1380	SE5	5. Södra Hallands och norra Öresunds  kustvatten.
SE563330-124600	Laholmsbukten	Skåne - 12, Halland - 13	Båstad - 1278, Halmstad - 1380, Laholm - 1381	SE5	5. Södra Hallands och norra Öresunds  kustvatten.
SE562000-123800	Skälderviken	Skåne - 12	Båstad - 1278, Helsingborg - 1283, Höganäs - 1284, Ängelholm - 1292	SE5	5. Södra Hallands och norra Öresunds  kustvatten.
SE562450-122751	Skäldervikens kustvatten	Skåne - 12	Båstad - 1278, Höganäs - 1284	SE5	5. Södra Hallands och norra Öresunds  kustvatten.
SE564500-122601	S m Hallands kustvatten	Halland - 13	Falkenberg - 1382, Halmstad - 1380	SE5	5. Södra Hallands och norra Öresunds  kustvatten.
